0 1 1.9130434782608696
0 4348 41.0
0 8695 26.130434782608695
0 13042 27.347826086956523
0 17389 35.47826086956522
0 21736 49.78260869565217
0 26083 63.04347826086956
0 30430 80.43478260869566
0 34777 88.26086956521739
0 39124 135.7391304347826
0 43471 114.17391304347827
0 47818 104.04347826086956
0 52165 103.34782608695652
0 56512 159.34782608695653
0 60859 129.30434782608697
0 65206 129.82608695652175
0 69553 143.47826086956522
0 73900 145.1304347826087
0 78247 152.04347826086956
0 82594 165.65217391304347
0 86941 171.82608695652175
0 91288 266.0
0 95635 191.69565217391303
0 99982 200.95652173913044
1 1 0.43478260869565216
1 4348 7.391304347826087
1 8695 14.478260869565217
1 13042 21.608695652173914
1 17389 28.869565217391305
1 21736 35.78260869565217
1 26083 48.17391304347826
1 30430 55.17391304347826
1 34777 62.21739130434783
1 39124 69.56521739130434
1 43471 76.3913043478261
1 47818 93.65217391304348
1 52165 101.47826086956522
1 56512 107.30434782608695
1 60859 114.6086956521739
1 65206 126.30434782608695
1 69553 150.1304347826087
1 73900 147.56521739130434
1 78247 154.47826086956522
1 82594 161.52173913043478
1 86941 170.34782608695653
1 91288 185.04347826086956
1 95635 191.91304347826087
1 99982 199.7391304347826
2 1 0.17391304347826086
2 4348 7.478260869565218
2 8695 14.565217391304348
2 13042 21.695652173913043
2 17389 28.782608695652176
2 21736 36.0
2 26083 48.56521739130435
2 30430 55.17391304347826
2 34777 62.43478260869565
2 39124 69.26086956521739
2 43471 79.30434782608695
2 47818 94.21739130434783
2 52165 100.91304347826087
2 56512 108.6086956521739
2 60859 115.08695652173913
2 65206 125.1304347826087
2 69553 139.34782608695653
2 73900 147.65217391304347
2 78247 153.2608695652174
2 82594 160.95652173913044
2 86941 173.8695652173913
2 91288 185.95652173913044
2 95635 193.34782608695653
2 99982 199.43478260869566
3 1 0.17391304347826086
3 4348 7.391304347826087
3 8695 14.652173913043478
3 13042 21.73913043478261
3 17389 28.82608695652174
3 21736 35.91304347826087
3 26083 48.30434782608695
3 30430 55.391304347826086
3 34777 62.56521739130435
3 39124 69.6086956521739
3 43471 76.65217391304348
3 47818 93.73913043478261
3 52165 101.30434782608695
3 56512 110.78260869565217
3 60859 115.0
3 65206 122.3913043478261
3 69553 138.7391304347826
3 73900 147.17391304347825
3 78247 152.95652173913044
3 82594 160.7391304347826
3 86941 180.08695652173913
3 91288 184.52173913043478
3 95635 192.56521739130434
3 99982 199.65217391304347
4 1 0.30434782608695654
4 4348 7.3478260869565215
4 8695 14.478260869565217
4 13042 21.869565217391305
4 17389 28.695652173913043
4 21736 35.78260869565217
4 26083 48.30434782608695
4 30430 54.95652173913044
4 34777 61.95652173913044
4 39124 69.34782608695652
4 43471 77.0
4 47818 93.04347826086956
4 52165 100.78260869565217
4 56512 109.47826086956522
4 60859 115.43478260869566
4 65206 121.65217391304348
4 69553 139.30434782608697
4 73900 146.43478260869566
4 78247 153.2173913043478
4 82594 160.56521739130434
4 86941 169.7826086956522
4 91288 185.0
4 95635 191.91304347826087
4 99982 198.7826086956522
5 1 0.34782608695652173
5 4348 7.391304347826087
5 8695 14.521739130434783
5 13042 21.695652173913043
5 17389 28.695652173913043
5 21736 35.869565217391305
5 26083 48.0
5 30430 55.17391304347826
5 34777 62.17391304347826
5 39124 69.30434782608695
5 43471 76.73913043478261
5 47818 93.3913043478261
5 52165 101.08695652173913
5 56512 107.56521739130434
5 60859 114.52173913043478
5 65206 121.91304347826087
5 69553 138.82608695652175
5 73900 148.04347826086956
5 78247 154.43478260869566
5 82594 160.65217391304347
5 86941 170.04347826086956
5 91288 184.43478260869566
5 95635 193.91304347826087
5 99982 198.82608695652175
6 1 0.34782608695652173
6 4348 7.391304347826087
6 8695 14.521739130434783
6 13042 21.695652173913043
6 17389 28.782608695652176
6 21736 35.82608695652174
6 26083 48.43478260869565
6 30430 55.17391304347826
6 34777 62.391304347826086
6 39124 69.0
6 43471 76.26086956521739
6 47818 93.8695652173913
6 52165 100.56521739130434
6 56512 108.43478260869566
6 60859 114.56521739130434
6 65206 121.52173913043478
6 69553 139.8695652173913
6 73900 146.17391304347825
6 78247 154.3913043478261
6 82594 161.91304347826087
6 86941 170.17391304347825
6 91288 185.08695652173913
6 95635 191.95652173913044
6 99982 198.8695652173913
7 1 0.21739130434782608
7 4348 7.3478260869565215
7 8695 14.478260869565217
7 13042 21.652173913043477
7 17389 28.91304347826087
7 21736 35.78260869565217
7 26083 48.21739130434783
7 30430 55.65217391304348
7 34777 62.47826086956522
7 39124 69.52173913043478
7 43471 76.08695652173913
7 47818 93.52173913043478
7 52165 100.65217391304348
7 56512 108.08695652173913
7 60859 116.47826086956522
7 65206 125.17391304347827
7 69553 143.7391304347826
7 73900 147.43478260869566
7 78247 153.04347826086956
7 82594 161.17391304347825
7 86941 170.91304347826087
7 91288 184.30434782608697
7 95635 192.52173913043478
7 99982 199.7391304347826
8 1 0.17391304347826086
8 4348 7.391304347826087
8 8695 15.173913043478262
8 13042 23.608695652173914
8 17389 31.565217391304348
8 21736 36.08695652173913
8 26083 47.95652173913044
8 30430 55.47826086956522
8 34777 62.91304347826087
8 39124 69.69565217391305
8 43471 76.52173913043478
8 47818 94.04347826086956
8 52165 100.91304347826087
8 56512 108.52173913043478
8 60859 117.08695652173913
8 65206 123.78260869565217
8 69553 139.34782608695653
8 73900 146.82608695652175
8 78247 152.8695652173913
8 82594 160.69565217391303
8 86941 170.69565217391303
8 91288 184.52173913043478
8 95635 191.3913043478261
8 99982 199.69565217391303
9 1 0.30434782608695654
9 4348 7.3478260869565215
9 8695 14.565217391304348
9 13042 21.695652173913043
9 17389 28.652173913043477
9 21736 35.869565217391305
9 26083 48.08695652173913
9 30430 56.56521739130435
9 34777 64.6086956521739
9 39124 69.73913043478261
9 43471 76.3913043478261
9 47818 93.8695652173913
9 52165 102.47826086956522
9 56512 107.82608695652173
9 60859 115.04347826086956
9 65206 122.1304347826087
9 69553 138.7826086956522
9 73900 146.1304347826087
9 78247 153.3913043478261
9 82594 161.2173913043478
9 86941 170.47826086956522
9 91288 185.3913043478261
9 95635 191.95652173913044
9 99982 198.43478260869566
10 1 0.34782608695652173
10 4348 7.391304347826087
10 8695 14.521739130434783
10 13042 21.652173913043477
10 17389 28.608695652173914
10 21736 35.869565217391305
10 26083 48.130434782608695
10 30430 56.608695652173914
10 34777 62.21739130434783
10 39124 69.34782608695652
10 43471 76.21739130434783
10 47818 93.6086956521739
10 52165 100.52173913043478
10 56512 109.0
10 60859 115.1304347826087
10 65206 121.82608695652173
10 69553 139.1304347826087
10 73900 145.56521739130434
10 78247 155.2173913043478
