0 1000000 1.576
0 2000000 2.477
0 3000000 9.792
0 4000000 5.879
0 5000000 7.061
0 6000000 6.8
0 7000000 7.684
0 8000000 7.493
0 9000000 7.724
0 10000000 10.384
0 20000000 10.626
0 30000000 4.743
0 40000000 8.698
0 50000000 16.871
1 1000000 2.409
1 2000000 3.636
1 3000000 5.849
1 4000000 5.831
1 5000000 7.382
1 6000000 7.306
1 7000000 9.103
1 8000000 7.815
1 9000000 8.477
1 10000000 9.454
1 20000000 12.738
1 30000000 15.776
1 40000000 17.342
1 50000000 9.013
2 1000000 0.745
2 2000000 0.992
2 3000000 1.922
2 4000000 2.18
2 5000000 3.275
2 6000000 3.456
2 7000000 4.566
2 8000000 4.274
2 9000000 4.826
2 10000000 5.106
2 20000000 7.359
2 30000000 9.256
2 40000000 9.381
2 50000000 9.956
3 1000000 0.743
3 2000000 0.755
3 3000000 1.843
3 4000000 1.526
3 5000000 2.366
3 6000000 2.424
3 7000000 3.236
3 8000000 2.977
3 9000000 3.579
3 10000000 3.737
3 20000000 6.234
3 30000000 7.573
3 40000000 8.081
3 50000000 11.665
4 1000000 0.954
4 2000000 1.613
4 3000000 2.936
4 4000000 2.977
4 5000000 4.219
4 6000000 4.214
4 7000000 5.111
4 8000000 4.653
4 9000000 5.204
4 10000000 3.476
4 20000000 5.341
4 30000000 9.037
4 40000000 11.557
4 50000000 9.57
5 1000000 0.76
5 2000000 1.079
5 3000000 1.948
5 4000000 1.884
5 5000000 2.627
5 6000000 2.467
5 7000000 3.357
5 8000000 3.232
5 9000000 3.638
5 10000000 4.544
5 20000000 6.703
5 30000000 8.266
5 40000000 8.522
5 50000000 9.05
6 1000000 0.838
6 2000000 1.052
6 3000000 1.843
6 4000000 1.791
6 5000000 2.419
6 6000000 2.771
6 7000000 3.458
6 8000000 3.318
6 9000000 4.257
6 10000000 4.629
6 20000000 7.294
6 30000000 7.901
6 40000000 8.324
6 50000000 9.709
7 1000000 0.91
7 2000000 1.037
7 3000000 1.816
7 4000000 1.872
7 5000000 2.622
7 6000000 2.784
7 7000000 3.925
7 8000000 3.779
7 9000000 4.086
7 10000000 4.316
7 20000000 6.335
7 30000000 8.02
7 40000000 8.873
7 50000000 9.146
8 1000000 0.759
8 2000000 0.827
8 3000000 1.432
8 4000000 1.652
8 5000000 2.584
8 6000000 2.908
8 7000000 3.545
8 8000000 3.462
8 9000000 3.96
8 10000000 3.71
8 20000000 6.524
8 30000000 8.366
8 40000000 8.748
8 50000000 8.988
9 1000000 0.818
9 2000000 1.022
9 3000000 1.845
9 4000000 1.436
9 5000000 2.018
9 6000000 2.542
9 7000000 3.425
9 8000000 3.257
9 9000000 3.552
9 10000000 3.887
9 20000000 6.267
9 30000000 7.87
9 40000000 8.412
9 50000000 8.642
10 1000000 0.731
10 2000000 0.878
10 3000000 1.268
10 4000000 1.226
10 5000000 1.973
10 6000000 2.492
10 7000000 3.45
10 8000000 3.337
10 9000000 3.161
10 10000000 3.94
10 20000000 6.0
10 30000000 8.331
10 40000000 8.506
10 50000000 9.296
11 1000000 0.698
11 2000000 0.955
11 3000000 1.765
11 4000000 1.227
11 5000000 1.98
11 6000000 2.152
11 7000000 3.242
11 8000000 2.901
11 9000000 3.85
11 10000000 3.47
11 20000000 5.998
11 30000000 7.759
11 40000000 8.716
11 50000000 8.85
12 1000000 0.817
12 2000000 0.948
12 3000000 1.384
12 4000000 1.343
12 5000000 2.11
12 6000000 2.071
12 7000000 3.301
12 8000000 2.939
12 9000000 4.088
12 10000000 4.012
12 20000000 6.405
12 30000000 7.704
12 40000000 8.61
12 50000000 8.98
13 1000000 0.791
13 2000000 0.956
13 3000000 1.551
13 4000000 1.3
13 5000000 1.989
13 6000000 2.504
13 7000000 2.985
13 8000000 3.35
13 9000000 3.565
13 10000000 3.861
13 20000000 6.607
13 30000000 8.409
13 40000000 8.213
13 50000000 9.299
14 1000000 0.719
14 2000000 0.901
14 3000000 1.508
14 4000000 1.16
14 5000000 1.796
