1 1 545 2.4175824175824174
1 1 885 3.857142857142857
1 1 1438 6.205882352941177
1 1 2335 10.047619047619047
1 1 3792 17.0
1 1 6158 26.625
1 1 10000 43.4
1 4 1 0.04638
1 4 1 0.04632
1 4 2 0.05568
1 4 4 0.076
1 4 6 0.09660386415456618
1 4 11 0.1474147414741474
1 4 18 0.21714079942383868
1 4 29 0.3306264501160093
1 4 48 0.5244956772334294
1 4 78 0.8221528861154446
1 4 127 1.3206106870229009
1 4 206 2.1322314049586777
1 4 335 3.4161073825503356
1 4 545 5.5054945054945055
1 4 885 9.535714285714286
1 4 1438 14.382352941176471
1 4 2335 23.476190476190474
1 4 3792 38.0
1 4 6158 61.5
1 4 10000 99.8
1 21 1 0.08046
1 21 1 0.08094
1 21 2 0.12516
1 21 4 0.2064
1 21 6 0.2931717268690748
1 21 11 0.5102310231023103
1 21 18 0.810586964350018
1 21 29 1.2877030162412992
1 21 48 2.10566762728146
1 21 78 3.4040561622464898
1 21 127 5.4910941475826975
1 21 206 8.867768595041323
1 21 335 14.436241610738255
1 21 545 24.483516483516482
1 21 885 37.94642857142857
1 21 1438 61.911764705882355
1 21 2335 99.71428571428571
1 21 3792 161.3846153846154
1 21 6158 263.25
1 21 10000 426.6
1 100 1 0.24708
1 100 1 0.2487
1 100 2 0.4416
1 100 4 0.8396
1 100 6 1.2922116884675388
1 100 11 2.2363036303630364
1 100 18 3.670867842996039
1 100 29 5.9489559164733175
1 100 48 9.606147934678194
1 100 78 15.630265210608425
1 100 127 25.72264631043257
1 100 206 42.53305785123967
1 100 335 67.51006711409396
1 100 545 110.16483516483517
1 100 885 182.21428571428572
1 100 1438 285.70588235294116
1 100 2335 479.42857142857144
1 100 3792 749.7692307692307
1 100 6158 1262.875
1 100 10000 2067.4
2 1 1 0.04024
2 1 1 0.04064
2 1 2 0.0438
2 1 4 0.05312
2 1 6 0.06204248169926797
2 1 11 0.08316831683168317
2 1 18 0.11487216420597768
2 1 29 0.16299303944315546
2 1 48 0.24591738712776176
2 1 78 0.38221528861154447
2 1 127 0.5928753180661578
2 1 206 0.9462809917355371
2 1 335 1.4966442953020134
2 1 545 2.4065934065934065
2 1 885 3.892857142857143
2 1 1438 6.235294117647059
2 1 2335 10.238095238095237
2 1 3792 16.307692307692307
2 1 6158 26.5
2 1 10000 43.0
2 4 1 0.04658
2 4 1 0.04654
2 4 2 0.05572
2 4 4 0.07632
2 4 6 0.0968438737549502
2 4 11 0.14763476347634763
2 4 18 0.21750090025207058
2 4 29 0.3277262180974478
2 4 48 0.5168107588856868
2 4 78 0.8252730109204368
2 4 127 1.3384223918575064
2 4 206 2.128099173553719
2 4 335 3.4093959731543624
2 4 545 5.516483516483516
2 4 885 8.892857142857142
2 4 1438 14.411764705882353
2 4 2335 23.333333333333332
2 4 3792 37.84615384615385
2 4 6158 61.5
2 4 10000 100.0
2 21 1 0.08048
2 21 1 0.08072
2 21 2 0.12508
2 21 4 0.20696
2 21 6 0.2941317652706108
2 21 11 0.5097909790979098
2 21 18 0.8098667626935542
2 21 29 1.2848027842227379
2 21 48 2.1104707012487993
2 21 78 3.3993759750390016
2 21 127 5.4910941475826975
2 21 206 8.87603305785124
2 21 335 14.429530201342281
2 21 545 23.36263736263736
2 21 885 37.964285714285715
2 21 1438 61.705882352941174
2 21 2335 99.57142857142857
2 21 3792 162.30769230769232
2 21 6158 262.5
2 21 10000 426.0
2 100 1 0.24788
2 100 1 0.24898
2 100 2 0.4372
2 100 4 0.83792
2 100 6 1.2902916116644665
2 100 11 2.242024202420242
2 100 18 3.7090385307886207
2 100 29 5.986658932714617
2 100 48 9.60806916426513
2 100 78 15.801872074882995
2 100 127 25.75826972010178
2 100 206 42.84710743801653
2 100 335 66.67114093959732
2 100 545 110.13186813186813
2 100 885 182.07142857142858
2 100 1438 285.52941176470586
2 100 2335 483.23809523809524
2 100 3792 751.3846153846154
2 100 6158 1266.625
2 100 10000 2015.2
3 1 1 0.04022
3 1 1 0.0408
3 1 2 0.044
3 1 4 0.05352
3 1 6 0.062522500900036
3 1 11 0.08448844884488449
3 1 18 0.11487216420597768
3 1 29 0.16241299303944315
3 1 48 0.2507204610951009
3 1 78 0.3868954758190328
3 1 127 0.5954198473282443
3 1 206 0.9421487603305785
3 1 335 1.5503355704697988
3 1 545 2.4395604395604398
3 1 885 3.857142857142857
3 1 1438 6.264705882352941
3 1 2335 10.095238095238095
3 1 3792 16.46153846153846
3 1 6158 26.5
3 1 10000 43.2
3 4 1 0.04674
3 4 1 0.0469
3 4 2 0.05632
3 4 4 0.07664
3 4 6 0.09768390735629426
3 4 11 0.14763476347634763
3 4 18 0.2189413035649982
3 4 29 0.33178654292343385
3 4 48 0.5235350624399616
3 4 78 0.8346333853354134
3 4 127 1.3333333333333333
3 4 206 2.115702479338843
3 4 335 3.422818791946309
3 4 545 5.527472527472527
3 4 885 8.892857142857142
3 4 1438 14.470588235294118
3 4 2335 23.38095238095238
3 4 3792 38.07692307692308
3 4 6158 61.875
3 4 10000 100.0
3 21 1 0.08046
3 21 1 0.08102
3 21 2 0.12524
3 21 4 0.20704
3 21 6 0.29329173166926675
3 21 11 0.5093509350935094
3 21 18 0.8095066618653223
3 21 29 1.2824825986078887
3 21 48 2.1047070124879923
3 21 78 3.3931357254290173
3 21 127 5.521628498727735
3 21 206 8.900826446280991
3 21 335 14.389261744966444
3 21 545 23.47252747252747
3 21 885 37.857142857142854
3 21 1438 62.0
3 21 2335 100.61904761904762
3 21 3792 167.69230769230768
3 21 6158 269.0
3 21 10000 425.2
3 100 1 0.24816
3 100 1 0.2491
3 100 2 0.44076
3 100 4 0.86336
3 100 6 1.3039721588863555
3 100 11 2.2715071507150717
3 100 18 3.709398631616853
3 100 29 6.098607888631091
3 100 48 9.673390970220941
3 100 78 15.946957878315132
3 100 127 25.908396946564885
3 100 206 43.260330578512395
3 100 335 67.95973154362416
3 100 545 111.63736263736264
3 100 885 184.01785714285714
3 100 1438 290.20588235294116
3 100 2335 482.5238095238095
3 100 3792 766.0
3 100 6158 1276.375
3 100 10000 2039.6
4 1 1 0.04022
4 1 1 0.04108
4 1 2 0.04432
4 1 4 0.0536
4 1 6 0.062282491299651986
4 1 11 0.08536853685368537
4 1 18 0.11559236586244148
4 1 29 0.16415313225058004
4 1 48 0.2507204610951009
4 1 78 0.39781591263650545
4 1 127 0.5954198473282443
4 1 206 0.9421487603305785
4 1 335 1.523489932885906
4 1 545 2.4065934065934065
4 1 885 3.9285714285714284
4 1 1438 6.205882352941177
4 1 2335 10.095238095238095
4 1 3792 16.384615384615383
4 1 6158 26.375
4 1 10000 43.6
4 4 1 0.04724
4 4 1 0.04728
4 4 2 0.05632
4 4 4 0.0776
4 4 6 0.09708388335533422
4 4 11 0.14983498349834984
4 4 18 0.22218221101908533
4 4 29 0.33178654292343385
4 4 48 0.5235350624399616
4 4 78 0.8237129485179407
4 4 127 1.3282442748091603
4 4 206 2.12396694214876
4 4 335 3.4563758389261743
4 4 545 5.538461538461538
4 4 885 8.928571428571429
4 4 1438 14.5
4 4 2335 23.38095238095238
4 4 3792 38.46153846153846
4 4 6158 61.75
4 4 10000 100.0
4 21 1 0.08098
4 21 1 0.0814
4 21 2 0.1258
4 21 4 0.20712
4 21 6 0.29461178447137887
4 21 11 0.5122112211221123
4 21 18 0.8159884767734966
4 21 29 1.294663573085847
4 21 48 2.106628242074928
4 21 78 3.3962558502340094
4 21 127 5.506361323155216
4 21 206 9.082644628099173
4 21 335 14.48993288590604
4 21 545 23.395604395604394
4 21 885 38.160714285714285
4 21 1438 62.029411764705884
4 21 2335 100.61904761904762
4 21 3792 162.84615384615384
4 21 6158 264.25
4 21 10000 427.0
4 100 1 0.24904
4 100 1 0.25298
4 100 2 0.4382
4 100 4 0.85952
4 100 6 1.3093723748949957
4 100 11 2.256105610561056
4 100 18 3.715880446525027
4 100 29 6.0197215777262185
4 100 48 9.640730067243036
4 100 78 15.702028081123245
4 100 127 25.6793893129771
4 100 206 42.82231404958678
4 100 335 66.91946308724832
4 100 545 110.95604395604396
4 100 885 187.94642857142858
4 100 1438 288.2352941176471
4 100 2335 497.57142857142856
4 100 3792 752.5384615384615
4 100 6158 1265.625
4 100 10000 2055.4
5 1 1 0.03992
5 1 1 0.0402
5 1 2 0.04376
5 1 4 0.05272
5 1 6 0.061922476899075964
5 1 11 0.08778877887788779
5 1 18 0.1170327691753691
5 1 29 0.16357308584686775
5 1 48 0.2478386167146974
5 1 78 0.374414976599064
5 1 127 0.5852417302798982
5 1 206 0.9504132231404959
5 1 335 1.5100671140939597
5 1 545 2.4175824175824174
5 1 885 3.857142857142857
5 1 1438 6.294117647058823
5 1 2335 10.19047619047619
5 1 3792 16.53846153846154
5 1 6158 26.625
5 1 10000 43.0
5 4 1 0.04738
5 4 1 0.04686
5 4 2 0.0558
5 4 4 0.07624
5 4 6 0.0968438737549502
5 4 11 0.14785478547854786
5 4 18 0.21750090025207058
5 4 29 0.330046403712297
5 4 48 0.521613832853026
5 4 78 0.8299531981279251
5 4 127 1.3715012722646311
5 4 206 2.239669421487603
5 4 335 3.4966442953020134
5 4 545 5.56043956043956
5 4 885 9.125
5 4 1438 14.558823529411764
5 4 2335 24.095238095238095
5 4 3792 38.38461538461539
5 4 6158 61.75
5 4 10000 100.4
5 21 1 0.08158
5 21 1 0.08148
5 21 2 0.12664
5 21 4 0.2084
5 21 6 0.29437177487099486
5 21 11 0.5137513751375138
5 21 18 0.8134677709758732
5 21 29 1.2981438515081207
5 21 48 2.112391930835735
5 21 78 3.4102964118564745
5 21 127 5.534351145038168
5 21 206 8.896694214876034
5 21 335 14.436241610738255
5 21 545 23.417582417582416
5 21 885 38.0
5 21 1438 61.794117647058826
5 21 2335 100.0952380952381
5 21 3792 162.69230769230768
5 21 6158 263.625
5 21 10000 438.4
5 100 1 0.24892
5 100 1 0.24974
5 100 2 0.43924
5 100 4 0.84592
5 100 6 1.2931717268690748
5 100 11 2.2514851485148513
5 100 18 3.7252430680590565
5 100 29 6.061484918793504
5 100 48 9.667627281460135
5 100 78 16.059282371294852
5 100 127 25.99236641221374
5 100 206 42.917355371900825
5 100 335 67.75167785234899
5 100 545 113.46153846153847
5 100 885 185.08928571428572
5 100 1438 292.97058823529414
5 100 2335 488.5238095238095
5 100 3792 770.6923076923077
5 100 6158 1283.625
5 100 10000 2024.2
6 1 1 0.04034
6 1 1 0.04064
6 1 2 0.04416
6 1 4 0.05368
6 1 6 0.062162486499459976
6 1 11 0.08514851485148515
6 1 18 0.11595246669067338
6 1 29 0.16299303944315546
6 1 48 0.24399615754082613
6 1 78 0.37597503900156004
6 1 127 0.5954198473282443
6 1 206 0.9421487603305785
6 1 335 1.516778523489933
6 1 545 2.3736263736263736
6 1 885 3.9285714285714284
6 1 1438 6.264705882352941
6 1 2335 10.095238095238095
6 1 3792 16.384615384615383
6 1 6158 26.5
6 1 10000 43.0
6 4 1 0.04686
6 4 1 0.04672
6 4 2 0.05636
6 4 4 0.07752
6 4 6 0.09720388815552622
6 4 11 0.14807480748074808
6 4 18 0.22038170687792583
6 4 29 0.33178654292343385
6 4 48 0.5254562920268973
6 4 78 0.8346333853354134
6 4 127 1.3333333333333333
6 4 206 2.128099173553719
6 4 335 3.4093959731543624
6 4 545 5.571428571428571
6 4 885 8.892857142857142
6 4 1438 14.470588235294118
6 4 2335 23.428571428571427
6 4 3792 38.07692307692308
6 4 6158 61.75
6 4 10000 99.6
6 21 1 0.08098
6 21 1 0.0819
6 21 2 0.12556
6 21 4 0.20864
6 21 6 0.29425177007080283
6 21 11 0.5159515951595159
6 21 18 0.8289521065898452
6 21 29 1.296983758700696
6 21 48 2.1162343900096063
6 21 78 3.4134165366614666
6 21 127 5.516539440203562
6 21 206 8.946280991735538
6 21 335 14.476510067114093
6 21 545 23.52747252747253
6 21 885 38.17857142857143
6 21 1438 62.911764705882355
6 21 2335 101.14285714285714
6 21 3792 163.0
6 21 6158 264.375
6 21 10000 431.6
6 100 1 0.25012
6 100 1 0.2522
6 100 2 0.44368
6 100 4 0.84424
6 100 6 1.3024120964838592
6 100 11 2.2646864686468646
6 100 18 3.7173208498379546
6 100 29 5.949535962877031
